,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
44703,37,services,married,secondary,no,52,yes,no,cellular,6,sep,908,1,185,9,success,yes
1639,28,admin.,married,secondary,no,252,yes,no,,9,may,448,1,-1,0,,no
4159,48,blue-collar,married,secondary,no,5057,yes,no,,19,may,21,2,-1,0,,no
38798,31,blue-collar,single,secondary,no,512,yes,no,cellular,18,may,44,8,-1,0,,no
19966,43,management,married,tertiary,no,21510,no,no,cellular,8,aug,248,2,-1,0,,no
10079,59,entrepreneur,married,tertiary,no,712,yes,no,,11,jun,109,1,-1,0,,no
21680,34,management,single,tertiary,no,-292,yes,no,cellular,19,aug,181,6,-1,0,,no
34377,34,blue-collar,married,primary,no,698,yes,no,cellular,4,may,83,5,-1,0,,no
4705,40,blue-collar,married,,no,222,yes,no,,20,may,465,8,-1,0,,no
31989,41,admin.,married,secondary,no,5110,yes,no,cellular,13,apr,231,1,-1,0,,no
4868,36,admin.,single,secondary,no,98,yes,no,,21,may,68,1,-1,0,,no
20619,40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,-1,0,,yes
42538,64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,367,2,294,2,failure,yes
96,55,blue-collar,married,secondary,no,383,no,no,,5,may,287,1,-1,0,,no
36035,53,management,married,primary,no,72,yes,yes,telephone,11,may,22,1,-1,0,,no
14777,28,services,single,secondary,no,0,no,yes,cellular,16,jul,133,1,-1,0,,no
29360,33,services,married,secondary,no,317,yes,no,cellular,2,feb,141,4,201,1,other,no
32211,67,retired,married,primary,no,2301,no,no,cellular,16,apr,124,1,-1,0,,no
7719,28,blue-collar,single,primary,no,-232,yes,no,,30,may,557,2,-1,0,,no
6811,30,services,married,secondary,no,586,yes,no,,28,may,187,4,-1,0,,no
25226,36,management,married,tertiary,no,-92,no,yes,cellular,18,nov,196,3,-1,0,,no
24543,42,services,single,secondary,no,877,no,no,cellular,17,nov,90,2,-1,0,,no
37913,40,management,single,tertiary,no,2258,yes,no,cellular,14,may,115,3,287,2,failure,no
20167,40,management,divorced,tertiary,no,99,no,no,cellular,11,aug,275,2,-1,0,,no
28076,39,technician,married,secondary,no,24,yes,no,cellular,28,jan,79,4,-1,0,,no
35858,34,technician,divorced,secondary,no,49,no,no,cellular,8,may,142,1,-1,0,,no
15488,25,management,married,tertiary,no,51,yes,no,cellular,18,jul,127,4,-1,0,,no
22006,41,housemaid,married,secondary,no,304,no,no,cellular,20,aug,132,1,-1,0,,no
3926,55,management,single,tertiary,no,1464,yes,no,,16,may,92,1,-1,0,,no
26134,53,admin.,married,secondary,no,2924,no,no,cellular,19,nov,800,6,-1,0,,no
3596,48,entrepreneur,married,primary,no,3705,yes,no,,15,may,151,2,-1,0,,no
17121,46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,65,2,-1,0,,no
42239,72,retired,married,secondary,no,4130,no,no,cellular,12,nov,427,1,-1,0,,no
24401,39,management,single,primary,no,0,yes,yes,cellular,17,nov,62,1,-1,0,,no
22517,50,management,married,tertiary,yes,72,no,no,cellular,22,aug,171,13,-1,0,,no
42881,77,retired,married,secondary,no,2123,no,no,telephone,4,feb,141,4,-1,0,,no
28730,34,services,single,secondary,no,2257,no,yes,telephone,30,jan,568,2,-1,0,,no
38356,35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,15,may,171,1,175,6,failure,no
36972,41,blue-collar,married,primary,no,1356,yes,no,cellular,13,may,50,2,-1,0,,no
3726,31,services,married,secondary,no,5,yes,no,,16,may,216,1,-1,0,,no
27815,58,blue-collar,married,secondary,no,584,no,no,cellular,28,jan,339,1,-1,0,,no
32218,41,admin.,married,secondary,no,1597,yes,no,cellular,16,apr,461,2,321,1,failure,no
13801,34,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,961,1,-1,0,,yes
20480,50,blue-collar,married,secondary,no,418,no,yes,cellular,12,aug,867,2,-1,0,,no
2451,54,management,married,primary,no,879,yes,no,,13,may,191,1,-1,0,,no
17010,55,blue-collar,married,primary,no,2490,no,no,telephone,25,jul,106,3,-1,0,,no
35922,41,admin.,married,secondary,no,549,yes,no,cellular,8,may,326,4,-1,0,,no
24408,30,management,single,tertiary,no,1435,yes,no,cellular,17,nov,104,3,-1,0,,no
33337,39,technician,married,tertiary,no,1524,no,no,cellular,20,apr,567,1,-1,0,,yes
32954,27,blue-collar,married,secondary,no,872,yes,no,cellular,17,apr,1130,3,-1,0,,no
8987,51,management,divorced,tertiary,no,119,no,no,,5,jun,112,2,-1,0,,no
15980,38,technician,married,secondary,no,0,yes,no,cellular,22,jul,1545,1,-1,0,,yes
38830,35,management,single,tertiary,no,331,yes,no,cellular,18,may,30,5,-1,0,,no
14112,43,admin.,married,primary,no,392,yes,yes,cellular,11,jul,87,2,-1,0,,no
26843,35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,945,2,-1,0,,yes
34078,53,blue-collar,married,secondary,no,6112,no,no,cellular,30,apr,211,1,86,1,success,no
6933,35,management,single,,no,137,no,no,,28,may,667,3,-1,0,,no
4015,34,blue-collar,married,secondary,no,305,yes,no,,16,may,1245,25,-1,0,,no
21444,31,management,single,secondary,no,0,no,no,cellular,18,aug,87,7,-1,0,,no
29783,33,technician,divorced,secondary,no,464,no,no,cellular,4,feb,207,4,-1,0,,no
24557,52,management,married,,no,672,no,yes,cellular,17,nov,171,1,-1,0,,no
20482,54,management,single,tertiary,no,2419,yes,no,cellular,12,aug,139,2,-1,0,,no
16050,30,entrepreneur,single,tertiary,no,676,no,yes,cellular,22,jul,214,1,-1,0,,no
12805,29,blue-collar,married,primary,no,57,no,yes,cellular,7,jul,461,1,-1,0,,no
26692,40,admin.,married,secondary,no,2574,yes,no,cellular,20,nov,517,1,-1,0,,no
30108,55,housemaid,married,primary,no,10,no,no,cellular,4,feb,174,3,-1,0,,no
41260,35,admin.,single,secondary,no,1810,yes,no,cellular,25,aug,52,2,92,2,failure,no
11049,36,services,single,secondary,no,398,yes,yes,,17,jun,77,2,-1,0,,no
25612,46,blue-collar,single,primary,no,96,yes,no,cellular,19,nov,217,1,-1,0,,no
11109,49,management,married,primary,no,1330,no,yes,,18,jun,37,1,-1,0,,no
36628,38,services,married,secondary,no,1616,yes,no,telephone,12,may,168,5,288,3,failure,no
25667,34,management,married,secondary,no,2311,yes,no,cellular,19,nov,59,1,-1,0,,no
35099,39,unemployed,married,primary,no,1147,yes,yes,cellular,6,may,232,2,363,5,failure,no
1904,37,blue-collar,married,secondary,no,790,no,no,,9,may,262,1,-1,0,,no
31780,54,unemployed,married,secondary,no,377,no,no,cellular,8,apr,1134,1,-1,0,,yes
14749,43,technician,single,secondary,no,326,yes,no,cellular,15,jul,87,8,-1,0,,no
30843,38,blue-collar,married,secondary,no,452,yes,no,cellular,9,feb,69,4,-1,0,,no
30619,44,technician,single,secondary,no,196,yes,no,cellular,6,feb,386,3,-1,0,,no
35187,29,admin.,single,secondary,no,-194,yes,no,cellular,7,may,127,1,-1,0,,no
40669,46,management,married,secondary,no,5127,no,no,cellular,6,aug,472,1,-1,0,,no
34963,30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,failure,no
10277,31,technician,single,secondary,no,1094,yes,no,,12,jun,93,8,-1,0,,no
7506,44,blue-collar,married,secondary,no,3610,yes,no,,29,may,23,15,-1,0,,no
20594,33,management,married,tertiary,no,1071,no,no,cellular,12,aug,83,4,-1,0,,no
26364,56,management,married,tertiary,no,424,yes,yes,cellular,20,nov,113,5,-1,0,,no
7030,30,blue-collar,married,secondary,no,1780,yes,no,,28,may,116,12,-1,0,,no
35073,32,blue-collar,married,primary,no,-6,yes,no,cellular,6,may,169,2,-1,0,,no
36350,42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,may,429,2,-1,0,,no
26013,57,management,married,tertiary,no,12048,no,no,telephone,19,nov,95,3,-1,0,,no
17426,29,services,married,secondary,no,417,yes,no,cellular,28,jul,234,11,-1,0,,no
26618,35,admin.,married,secondary,no,725,yes,no,cellular,20,nov,219,7,133,1,failure,no
30909,26,admin.,single,secondary,no,255,no,no,cellular,9,feb,190,1,-1,0,,yes
43542,26,management,single,tertiary,no,222,no,no,cellular,26,apr,192,1,334,1,failure,yes
45179,34,technician,married,secondary,no,1026,no,no,cellular,12,nov,319,1,100,6,failure,no
2660,31,technician,single,secondary,no,849,yes,yes,,13,may,295,2,-1,0,,no
2477,35,technician,single,secondary,no,2144,yes,no,,13,may,188,2,-1,0,,no
14587,51,self-employed,married,tertiary,no,146,no,no,cellular,15,jul,132,3,-1,0,,no
38072,31,services,married,secondary,no,4687,yes,no,cellular,14,may,192,4,-1,0,,no
4561,38,entrepreneur,married,primary,no,666,yes,no,,20,may,1452,10,-1,0,,no
24016,47,admin.,married,tertiary,no,1077,no,no,telephone,29,aug,43,2,-1,0,,no
5169,32,blue-collar,married,primary,no,159,yes,no,,21,may,207,3,-1,0,,no
16008,27,management,single,tertiary,no,3,yes,yes,cellular,22,jul,506,1,-1,0,,no
35329,57,self-employed,married,tertiary,no,192,yes,no,cellular,7,may,320,1,-1,0,,no
24471,58,management,married,tertiary,no,16264,no,no,telephone,17,nov,215,3,-1,0,,no
23559,32,unemployed,single,tertiary,no,99,no,no,cellular,28,aug,49,35,-1,0,,no
22730,59,technician,married,secondary,no,283,no,no,cellular,25,aug,272,4,-1,0,,no
36535,46,admin.,married,secondary,no,1437,yes,no,cellular,12,may,49,1,-1,0,,no
12914,31,technician,single,secondary,no,49,yes,no,cellular,7,jul,234,1,-1,0,,no
11508,23,technician,single,secondary,no,-782,yes,yes,,19,jun,197,10,-1,0,,no
36358,29,blue-collar,single,secondary,no,558,yes,no,cellular,11,may,142,1,-1,0,,no
35541,40,admin.,married,secondary,no,168,yes,no,cellular,7,may,249,2,169,1,failure,no
5486,31,blue-collar,single,secondary,no,1358,yes,yes,,23,may,339,2,-1,0,,no
36962,40,services,married,secondary,no,56,yes,no,cellular,12,may,700,3,-1,0,,no
12945,39,services,married,secondary,no,0,no,no,cellular,7,jul,333,5,-1,0,,no
21983,60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,,yes
36728,32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87,4,357,4,failure,no
39259,56,blue-collar,married,secondary,no,876,yes,no,telephone,18,may,93,2,-1,0,,no
29025,56,management,married,tertiary,no,363,no,no,cellular,2,feb,49,1,-1,0,,no
3192,42,admin.,married,secondary,no,2918,yes,no,,15,may,349,2,-1,0,,no
19956,59,retired,divorced,secondary,no,93,no,yes,cellular,8,aug,108,2,-1,0,,no
29802,48,self-employed,married,secondary,no,1559,no,no,cellular,4,feb,130,2,-1,0,,no
10788,41,technician,married,secondary,no,1385,no,no,,17,jun,145,1,-1,0,,no
43837,41,entrepreneur,married,tertiary,no,70,no,no,,31,may,14,1,557,1,failure,no
40755,48,blue-collar,married,secondary,no,1730,yes,no,cellular,10,aug,158,1,102,1,success,no
34857,53,entrepreneur,married,tertiary,no,54,yes,yes,cellular,6,may,123,1,169,1,failure,no
34556,40,blue-collar,single,secondary,no,411,yes,no,cellular,5,may,197,1,-1,0,,no
11412,56,technician,married,tertiary,no,1663,no,no,,19,jun,22,1,-1,0,,no
9660,32,blue-collar,single,primary,no,5418,yes,no,,6,jun,25,6,-1,0,,no
33220,29,technician,single,tertiary,no,68,yes,no,cellular,20,apr,658,1,-1,0,,no
15409,32,management,single,tertiary,no,2343,no,no,cellular,18,jul,226,1,-1,0,,no
3719,36,admin.,single,secondary,no,0,yes,yes,,16,may,213,1,-1,0,,no
42410,26,student,single,tertiary,no,294,no,no,cellular,4,dec,208,2,-1,0,,yes
20036,30,management,single,tertiary,no,344,no,no,cellular,8,aug,179,3,-1,0,,no
26754,31,blue-collar,single,primary,no,2369,yes,yes,cellular,20,nov,470,2,-1,0,,no
30320,30,unemployed,single,secondary,no,40,no,no,cellular,5,feb,133,1,-1,0,,no
26262,40,housemaid,divorced,secondary,no,1194,yes,no,cellular,20,nov,99,2,-1,0,,no
8094,30,technician,single,secondary,no,518,yes,no,,2,jun,21,1,-1,0,,no
24757,36,self-employed,single,secondary,no,15,no,no,cellular,18,nov,186,2,-1,0,,no
18264,56,management,married,secondary,no,208,no,yes,telephone,31,jul,84,6,-1,0,,no
26180,46,blue-collar,married,primary,no,5393,yes,no,cellular,20,nov,997,2,-1,0,,no
43905,29,blue-collar,single,secondary,no,322,no,no,,14,jun,434,1,96,6,other,yes
2744,54,blue-collar,divorced,primary,no,2062,yes,no,,14,may,438,2,-1,0,,no
37784,31,blue-collar,single,primary,no,538,yes,no,cellular,14,may,703,4,-1,0,,no
18471,47,management,married,tertiary,no,2597,no,no,cellular,31,jul,52,2,-1,0,,no
27401,44,management,married,tertiary,yes,0,yes,no,cellular,21,nov,123,2,-1,0,,no
25491,33,management,single,tertiary,no,541,yes,yes,cellular,19,nov,140,1,182,1,failure,no
40476,21,student,single,secondary,no,39,no,no,cellular,6,jul,207,2,-1,0,,no
35189,33,management,married,tertiary,no,29,yes,no,cellular,7,may,549,1,-1,0,,no
33802,30,management,single,tertiary,no,398,no,no,cellular,24,apr,235,2,-1,0,,yes
39361,20,blue-collar,single,secondary,no,76,yes,no,cellular,18,may,639,2,-1,0,,yes
28801,36,services,single,secondary,no,511,yes,yes,cellular,30,jan,706,1,252,1,failure,no
34034,32,management,married,tertiary,no,628,no,no,cellular,30,apr,280,1,-1,0,,no
16638,30,unemployed,single,secondary,no,79,no,yes,cellular,24,jul,169,1,-1,0,,no
26306,34,management,married,primary,no,2200,no,no,cellular,20,nov,168,1,-1,0,,no
41561,74,retired,married,primary,no,1765,no,no,telephone,11,sep,290,2,-1,0,,yes
12828,48,admin.,married,secondary,no,8,no,yes,cellular,7,jul,46,1,-1,0,,no
2108,31,management,single,tertiary,no,4509,yes,no,,12,may,207,3,-1,0,,no
3682,30,self-employed,single,tertiary,no,901,yes,yes,,16,may,601,1,-1,0,,no
17850,52,management,married,tertiary,no,1453,no,no,telephone,29,jul,254,21,-1,0,,no
42963,53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,2,92,1,success,yes
20698,41,self-employed,married,primary,no,204,no,no,cellular,13,aug,111,7,-1,0,,no
28479,28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
29698,45,management,married,tertiary,no,1199,no,no,telephone,3,feb,221,2,-1,0,,no
1193,35,management,divorced,tertiary,no,3837,yes,no,,8,may,1084,1,-1,0,,yes
39881,50,technician,married,secondary,no,3370,no,no,cellular,2,jun,160,2,-1,0,,yes
43632,33,blue-collar,single,secondary,no,228,no,no,telephone,5,may,110,1,89,4,failure,no
5920,44,technician,married,secondary,no,-199,no,no,,26,may,144,3,-1,0,,no
39774,33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,-1,0,,yes
36378,44,blue-collar,married,primary,no,-420,yes,no,cellular,11,may,220,2,-1,0,,no
15871,29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,88,5,-1,0,,no
32809,31,services,married,secondary,no,371,yes,yes,cellular,17,apr,654,1,-1,0,,no
21604,58,admin.,married,primary,no,0,no,no,cellular,19,aug,109,6,-1,0,,no
43331,59,management,married,tertiary,no,3342,no,no,cellular,18,mar,467,2,188,6,other,yes
15906,44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,-1,0,,yes
5039,32,blue-collar,married,secondary,no,0,yes,yes,,21,may,143,2,-1,0,,no
29957,29,unemployed,married,primary,no,639,no,yes,cellular,4,feb,358,2,-1,0,,no
41223,34,admin.,married,tertiary,no,10,no,no,cellular,21,aug,90,1,91,1,failure,no
14926,51,blue-collar,divorced,primary,no,1927,no,yes,cellular,16,jul,322,4,-1,0,,no
15042,41,housemaid,married,primary,no,15,no,yes,telephone,17,jul,17,3,-1,0,,no
42288,33,management,single,tertiary,no,2465,no,no,cellular,16,nov,139,2,95,1,success,no
12423,28,self-employed,single,secondary,no,-395,yes,no,,30,jun,141,4,-1,0,,no
6244,46,technician,divorced,secondary,no,119,yes,no,,27,may,106,1,-1,0,,no
38585,25,services,married,secondary,no,806,yes,yes,cellular,15,may,193,2,-1,0,,no
28370,26,unemployed,single,primary,no,1213,no,no,cellular,29,jan,685,1,-1,0,,no
21339,55,management,single,tertiary,no,1097,no,no,telephone,18,aug,199,2,-1,0,,no
3904,40,technician,married,primary,no,6110,yes,no,,16,may,217,1,-1,0,,no
44904,48,management,single,tertiary,no,334,yes,no,cellular,28,sep,600,2,92,12,success,yes
39724,43,admin.,married,secondary,no,132,no,no,cellular,27,may,187,2,71,1,success,yes
40647,20,student,married,,no,292,no,no,cellular,5,aug,385,2,93,1,failure,yes
34727,35,blue-collar,married,secondary,no,225,yes,no,cellular,6,may,160,7,343,2,failure,no
44457,37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,2,92,4,success,yes
35894,46,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264,2,-1,0,,no
44261,34,technician,single,secondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other,yes
11408,55,services,married,secondary,no,477,no,no,,19,jun,170,1,-1,0,,no
3737,39,management,married,tertiary,no,0,yes,yes,,16,may,107,2,-1,0,,no
6006,24,blue-collar,married,secondary,no,685,yes,no,,26,may,896,3,-1,0,,yes
16980,37,management,married,tertiary,no,287,yes,no,cellular,25,jul,94,2,-1,0,,no
35088,41,blue-collar,married,secondary,no,-940,yes,yes,cellular,6,may,206,2,-1,0,,no
22701,44,management,divorced,tertiary,no,96,no,no,cellular,25,aug,119,2,-1,0,,no
31090,21,blue-collar,single,secondary,no,2265,no,no,cellular,17,feb,92,2,-1,0,,yes
4082,51,services,married,primary,no,8806,yes,no,,19,may,131,1,-1,0,,no
12669,44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,,no
38093,33,blue-collar,married,secondary,no,101,yes,no,cellular,15,may,235,2,361,4,failure,no
26229,37,technician,married,secondary,no,523,yes,no,cellular,20,nov,232,4,-1,0,,no
1837,31,blue-collar,married,secondary,no,0,yes,no,,9,may,133,1,-1,0,,no
32353,48,management,single,tertiary,no,430,yes,no,cellular,16,apr,44,1,-1,0,,no
16155,26,management,single,secondary,no,-38,no,no,cellular,22,jul,443,2,-1,0,,no
39074,30,self-employed,married,tertiary,no,163,yes,no,cellular,18,may,149,1,362,8,other,no
10349,36,student,single,secondary,no,409,yes,no,,12,jun,72,1,-1,0,,no
35675,33,blue-collar,married,primary,no,0,no,no,cellular,8,may,174,1,-1,0,,no
29390,39,technician,single,tertiary,no,5803,no,no,cellular,2,feb,83,3,-1,0,,no
13273,31,blue-collar,single,primary,no,485,no,yes,cellular,8,jul,447,2,-1,0,,no
3555,43,blue-collar,married,primary,no,778,yes,yes,,15,may,284,5,-1,0,,no
10966,35,entrepreneur,single,tertiary,no,-49,no,no,,17,jun,668,8,-1,0,,no
9052,26,services,married,secondary,no,682,yes,yes,,5,jun,166,2,-1,0,,no
19115,32,technician,married,secondary,no,524,no,no,cellular,5,aug,493,1,-1,0,,no
39349,37,blue-collar,married,,no,-118,yes,no,cellular,18,may,21,2,-1,0,,no
41566,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,sep,185,2,-1,0,,yes
13064,32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,143,1,-1,0,,no
14167,42,admin.,single,secondary,no,426,yes,no,cellular,11,jul,636,2,-1,0,,no
27963,32,admin.,single,tertiary,no,89,no,no,telephone,28,jan,435,1,-1,0,,no
27113,41,management,married,tertiary,no,9935,no,no,telephone,21,nov,49,1,-1,0,,no
16252,40,retired,married,primary,no,630,yes,no,cellular,23,jul,177,2,-1,0,,no
43297,33,admin.,single,secondary,no,206,yes,no,cellular,15,mar,287,2,-1,0,,no
13935,28,blue-collar,single,secondary,no,339,yes,no,cellular,10,jul,353,1,-1,0,,no
41119,36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,80,1,81,2,failure,no
17467,34,blue-collar,married,secondary,no,1682,yes,yes,cellular,28,jul,123,3,-1,0,,no
35865,40,blue-collar,married,secondary,no,280,yes,no,cellular,8,may,435,2,340,3,failure,no
41196,24,student,single,secondary,no,228,no,no,cellular,20,aug,99,1,79,1,failure,no
8036,45,services,married,secondary,no,759,yes,no,,2,jun,172,2,-1,0,,no
19983,32,technician,single,tertiary,no,881,no,no,cellular,8,aug,79,1,-1,0,,no
19662,31,management,single,tertiary,no,53,yes,no,cellular,7,aug,165,3,-1,0,,no
31283,34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,-1,0,,yes
26762,31,admin.,married,secondary,no,11839,yes,yes,cellular,20,nov,533,2,-1,0,,no
18425,47,blue-collar,married,secondary,no,846,yes,no,cellular,31,jul,437,2,-1,0,,no
30107,34,blue-collar,married,primary,no,277,no,no,cellular,4,feb,68,2,-1,0,,no
17543,42,technician,married,secondary,no,-113,yes,yes,cellular,29,jul,32,5,-1,0,,no
5922,39,entrepreneur,married,secondary,no,283,yes,no,,26,may,126,2,-1,0,,no
14140,58,admin.,married,secondary,no,0,yes,no,cellular,11,jul,116,2,-1,0,,no
6918,28,student,single,secondary,no,949,yes,no,,28,may,1730,1,-1,0,,yes
35328,30,technician,single,secondary,no,359,yes,no,cellular,7,may,362,1,303,1,failure,no
32536,39,admin.,married,primary,no,510,yes,no,cellular,17,apr,155,1,-1,0,,no
2174,35,management,single,tertiary,no,244,yes,no,,12,may,225,1,-1,0,,no
27791,57,services,divorced,primary,no,362,no,no,cellular,28,jan,91,1,231,1,failure,no
39708,28,management,single,tertiary,no,0,no,no,telephone,27,may,198,2,-1,0,,no
9953,37,admin.,married,primary,no,3913,yes,no,,9,jun,76,2,-1,0,,no
4592,38,blue-collar,married,primary,no,178,yes,no,,20,may,245,1,-1,0,,no
6164,46,management,married,primary,no,-268,yes,no,,27,may,99,1,-1,0,,no
5648,38,technician,single,secondary,no,283,yes,no,,26,may,193,1,-1,0,,no
22842,57,retired,married,secondary,no,49,yes,yes,cellular,25,aug,93,4,-1,0,,no
6180,45,technician,divorced,secondary,no,23,yes,no,,27,may,62,4,-1,0,,no
11139,39,blue-collar,married,secondary,no,39,yes,no,,18,jun,34,6,-1,0,,no
