,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
41223,34,admin.,married,tertiary,no,10,no,no,cellular,21,aug,90,1,91,1,failure
14926,51,blue-collar,divorced,primary,no,1927,no,yes,cellular,16,jul,322,4,-1,0,
15042,41,housemaid,married,primary,no,15,no,yes,telephone,17,jul,17,3,-1,0,
42288,33,management,single,tertiary,no,2465,no,no,cellular,16,nov,139,2,95,1,success
12423,28,self-employed,single,secondary,no,-395,yes,no,,30,jun,141,4,-1,0,
6244,46,technician,divorced,secondary,no,119,yes,no,,27,may,106,1,-1,0,
38585,25,services,married,secondary,no,806,yes,yes,cellular,15,may,193,2,-1,0,
28370,26,unemployed,single,primary,no,1213,no,no,cellular,29,jan,685,1,-1,0,
21339,55,management,single,tertiary,no,1097,no,no,telephone,18,aug,199,2,-1,0,
3904,40,technician,married,primary,no,6110,yes,no,,16,may,217,1,-1,0,
44904,48,management,single,tertiary,no,334,yes,no,cellular,28,sep,600,2,92,12,success
39724,43,admin.,married,secondary,no,132,no,no,cellular,27,may,187,2,71,1,success
40647,20,student,married,,no,292,no,no,cellular,5,aug,385,2,93,1,failure
34727,35,blue-collar,married,secondary,no,225,yes,no,cellular,6,may,160,7,343,2,failure
44457,37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,2,92,4,success
35894,46,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264,2,-1,0,
44261,34,technician,single,secondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other
11408,55,services,married,secondary,no,477,no,no,,19,jun,170,1,-1,0,
3737,39,management,married,tertiary,no,0,yes,yes,,16,may,107,2,-1,0,
6006,24,blue-collar,married,secondary,no,685,yes,no,,26,may,896,3,-1,0,
16980,37,management,married,tertiary,no,287,yes,no,cellular,25,jul,94,2,-1,0,
35088,41,blue-collar,married,secondary,no,-940,yes,yes,cellular,6,may,206,2,-1,0,
22701,44,management,divorced,tertiary,no,96,no,no,cellular,25,aug,119,2,-1,0,
31090,21,blue-collar,single,secondary,no,2265,no,no,cellular,17,feb,92,2,-1,0,
4082,51,services,married,primary,no,8806,yes,no,,19,may,131,1,-1,0,
12669,44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,
38093,33,blue-collar,married,secondary,no,101,yes,no,cellular,15,may,235,2,361,4,failure
26229,37,technician,married,secondary,no,523,yes,no,cellular,20,nov,232,4,-1,0,
1837,31,blue-collar,married,secondary,no,0,yes,no,,9,may,133,1,-1,0,
32353,48,management,single,tertiary,no,430,yes,no,cellular,16,apr,44,1,-1,0,
16155,26,management,single,secondary,no,-38,no,no,cellular,22,jul,443,2,-1,0,
39074,30,self-employed,married,tertiary,no,163,yes,no,cellular,18,may,149,1,362,8,other
10349,36,student,single,secondary,no,409,yes,no,,12,jun,72,1,-1,0,
35675,33,blue-collar,married,primary,no,0,no,no,cellular,8,may,174,1,-1,0,
29390,39,technician,single,tertiary,no,5803,no,no,cellular,2,feb,83,3,-1,0,
13273,31,blue-collar,single,primary,no,485,no,yes,cellular,8,jul,447,2,-1,0,
3555,43,blue-collar,married,primary,no,778,yes,yes,,15,may,284,5,-1,0,
10966,35,entrepreneur,single,tertiary,no,-49,no,no,,17,jun,668,8,-1,0,
9052,26,services,married,secondary,no,682,yes,yes,,5,jun,166,2,-1,0,
19115,32,technician,married,secondary,no,524,no,no,cellular,5,aug,493,1,-1,0,
39349,37,blue-collar,married,,no,-118,yes,no,cellular,18,may,21,2,-1,0,
41566,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,sep,185,2,-1,0,
13064,32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,143,1,-1,0,
14167,42,admin.,single,secondary,no,426,yes,no,cellular,11,jul,636,2,-1,0,
27963,32,admin.,single,tertiary,no,89,no,no,telephone,28,jan,435,1,-1,0,
27113,41,management,married,tertiary,no,9935,no,no,telephone,21,nov,49,1,-1,0,
16252,40,retired,married,primary,no,630,yes,no,cellular,23,jul,177,2,-1,0,
43297,33,admin.,single,secondary,no,206,yes,no,cellular,15,mar,287,2,-1,0,
13935,28,blue-collar,single,secondary,no,339,yes,no,cellular,10,jul,353,1,-1,0,
41119,36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,80,1,81,2,failure
17467,34,blue-collar,married,secondary,no,1682,yes,yes,cellular,28,jul,123,3,-1,0,
35865,40,blue-collar,married,secondary,no,280,yes,no,cellular,8,may,435,2,340,3,failure
41196,24,student,single,secondary,no,228,no,no,cellular,20,aug,99,1,79,1,failure
8036,45,services,married,secondary,no,759,yes,no,,2,jun,172,2,-1,0,
19983,32,technician,single,tertiary,no,881,no,no,cellular,8,aug,79,1,-1,0,
19662,31,management,single,tertiary,no,53,yes,no,cellular,7,aug,165,3,-1,0,
31283,34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,-1,0,
26762,31,admin.,married,secondary,no,11839,yes,yes,cellular,20,nov,533,2,-1,0,
18425,47,blue-collar,married,secondary,no,846,yes,no,cellular,31,jul,437,2,-1,0,
30107,34,blue-collar,married,primary,no,277,no,no,cellular,4,feb,68,2,-1,0,
17543,42,technician,married,secondary,no,-113,yes,yes,cellular,29,jul,32,5,-1,0,
5922,39,entrepreneur,married,secondary,no,283,yes,no,,26,may,126,2,-1,0,
14140,58,admin.,married,secondary,no,0,yes,no,cellular,11,jul,116,2,-1,0,
6918,28,student,single,secondary,no,949,yes,no,,28,may,1730,1,-1,0,
35328,30,technician,single,secondary,no,359,yes,no,cellular,7,may,362,1,303,1,failure
32536,39,admin.,married,primary,no,510,yes,no,cellular,17,apr,155,1,-1,0,
2174,35,management,single,tertiary,no,244,yes,no,,12,may,225,1,-1,0,
27791,57,services,divorced,primary,no,362,no,no,cellular,28,jan,91,1,231,1,failure
39708,28,management,single,tertiary,no,0,no,no,telephone,27,may,198,2,-1,0,
9953,37,admin.,married,primary,no,3913,yes,no,,9,jun,76,2,-1,0,
4592,38,blue-collar,married,primary,no,178,yes,no,,20,may,245,1,-1,0,
6164,46,management,married,primary,no,-268,yes,no,,27,may,99,1,-1,0,
5648,38,technician,single,secondary,no,283,yes,no,,26,may,193,1,-1,0,
22842,57,retired,married,secondary,no,49,yes,yes,cellular,25,aug,93,4,-1,0,
6180,45,technician,divorced,secondary,no,23,yes,no,,27,may,62,4,-1,0,
11139,39,blue-collar,married,secondary,no,39,yes,no,,18,jun,34,6,-1,0,
17431,52,blue-collar,divorced,secondary,no,1912,yes,yes,cellular,28,jul,123,2,-1,0,
29748,40,services,married,secondary,no,1674,yes,yes,cellular,4,feb,144,1,274,2,other
11073,35,services,married,tertiary,no,1359,no,no,,17,jun,585,2,-1,0,
24118,34,technician,single,secondary,no,1866,no,no,cellular,4,nov,95,1,-1,0,
35391,50,services,divorced,secondary,no,339,yes,no,cellular,7,may,43,3,-1,0,
30331,27,management,single,tertiary,no,2849,no,no,cellular,5,feb,335,1,-1,0,
42264,76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success
3364,53,management,married,tertiary,no,4928,yes,no,,15,may,738,7,-1,0,
39431,40,admin.,married,tertiary,no,1,yes,no,telephone,22,may,249,3,-1,0,
26304,50,blue-collar,divorced,primary,no,1545,yes,no,cellular,20,nov,25,1,-1,0,
41554,73,retired,married,,no,739,no,no,cellular,11,sep,210,1,-1,0,
10296,56,blue-collar,divorced,primary,no,596,no,no,,12,jun,123,1,-1,0,
7970,31,admin.,single,secondary,no,17,yes,no,,2,jun,52,3,-1,0,
44470,28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,2,-1,0,
3859,55,management,married,primary,no,19,yes,no,,16,may,56,3,-1,0,
6481,36,technician,married,primary,no,1653,yes,yes,,27,may,336,10,-1,0,
43863,54,management,divorced,tertiary,no,496,no,no,cellular,2,jun,161,1,140,3,success
9369,40,management,single,tertiary,no,383,yes,no,,6,jun,106,5,-1,0,
34675,19,student,single,secondary,no,291,no,no,telephone,5,may,291,5,-1,0,
35722,41,blue-collar,married,primary,no,1428,yes,yes,cellular,8,may,182,1,-1,0,
17782,30,management,single,tertiary,no,92,no,yes,cellular,29,jul,110,5,-1,0,
32084,36,blue-collar,married,secondary,no,325,no,no,cellular,14,apr,119,2,337,2,failure
42067,30,technician,single,secondary,no,853,no,no,cellular,29,oct,279,1,148,1,failure
27202,35,technician,divorced,secondary,no,0,yes,no,cellular,21,nov,72,1,-1,0,
33395,43,blue-collar,married,secondary,no,85,yes,no,cellular,20,apr,42,3,279,5,other
1149,38,blue-collar,married,secondary,no,164,yes,no,,7,may,309,2,-1,0,
3033,50,admin.,divorced,secondary,yes,-500,yes,no,,14,may,148,3,-1,0,
7475,40,management,married,secondary,no,1576,yes,yes,,29,may,253,3,-1,0,
36411,53,blue-collar,married,primary,no,238,yes,no,cellular,11,may,238,2,361,5,failure
1606,33,services,married,secondary,no,5034,yes,no,,8,may,207,3,-1,0,
22524,46,housemaid,married,primary,no,131,no,no,cellular,22,aug,234,4,-1,0,
4502,37,management,single,tertiary,no,427,yes,no,,20,may,121,1,-1,0,
20887,30,entrepreneur,married,tertiary,no,366,no,no,cellular,13,aug,75,6,-1,0,
19455,49,admin.,married,secondary,no,0,no,no,cellular,7,aug,301,2,-1,0,
14274,37,blue-collar,married,primary,no,689,yes,no,cellular,14,jul,367,2,-1,0,
12283,29,blue-collar,married,secondary,no,214,yes,yes,,25,jun,372,5,-1,0,
42584,34,management,single,tertiary,no,2561,no,no,cellular,29,dec,554,1,-1,0,
6966,57,,married,,no,327,yes,no,,28,may,74,2,-1,0,
40695,30,technician,married,secondary,no,776,no,no,cellular,7,aug,72,1,99,2,success
25208,36,blue-collar,married,secondary,no,801,yes,yes,cellular,18,nov,250,2,-1,0,
5305,41,self-employed,married,tertiary,no,-326,yes,yes,,23,may,86,2,-1,0,
7964,39,blue-collar,married,secondary,no,280,yes,no,,2,jun,147,3,-1,0,
23126,37,technician,single,secondary,no,-274,yes,no,cellular,26,aug,218,5,-1,0,
18854,46,management,married,secondary,no,231,no,yes,cellular,4,aug,243,1,-1,0,
21777,56,housemaid,married,primary,no,605,no,no,cellular,19,aug,207,6,-1,0,
40701,41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,273,1,95,2,failure
1827,41,management,married,,no,2457,yes,no,,9,may,285,1,-1,0,
7361,34,management,divorced,tertiary,no,500,yes,no,,29,may,399,1,-1,0,
17675,45,housemaid,married,primary,no,2239,no,no,telephone,29,jul,24,2,-1,0,
44428,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success
19851,50,entrepreneur,married,secondary,no,2731,no,no,cellular,8,aug,111,2,-1,0,
5156,26,management,single,tertiary,no,1284,yes,no,,21,may,97,8,-1,0,
2008,56,services,divorced,tertiary,no,2272,yes,no,,9,may,263,5,-1,0,
4605,33,blue-collar,married,primary,no,3512,yes,no,,20,may,697,2,-1,0,
26880,36,blue-collar,married,secondary,no,2848,yes,no,cellular,20,nov,265,3,-1,0,
14963,55,entrepreneur,married,tertiary,no,12731,yes,no,cellular,16,jul,159,6,-1,0,
19357,59,blue-collar,married,primary,no,638,no,no,cellular,6,aug,170,2,-1,0,
7642,41,admin.,divorced,secondary,no,2397,yes,no,,30,may,278,2,-1,0,
7327,53,services,married,secondary,no,1788,yes,no,,29,may,253,2,-1,0,
20045,46,housemaid,married,primary,no,269,no,no,cellular,8,aug,188,5,-1,0,
39682,37,admin.,married,secondary,no,7,yes,no,cellular,27,may,224,7,105,1,other
406,58,retired,married,tertiary,no,0,no,no,,6,may,393,1,-1,0,
3886,27,management,single,tertiary,yes,-308,yes,no,,16,may,213,16,-1,0,
24090,39,entrepreneur,married,primary,no,437,yes,no,,27,oct,150,1,-1,0,
7755,35,blue-collar,married,primary,no,361,yes,no,,30,may,185,3,-1,0,
2871,44,services,single,secondary,no,0,yes,no,,14,may,198,1,-1,0,
13398,28,self-employed,single,tertiary,no,25,no,no,cellular,9,jul,618,1,-1,0,
26928,36,technician,married,tertiary,no,62,no,no,cellular,21,nov,50,2,121,2,failure
34701,34,technician,single,secondary,no,513,yes,no,cellular,5,may,165,3,169,5,other
2188,32,blue-collar,married,primary,no,1064,yes,no,,12,may,326,1,-1,0,
29853,29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,
4878,34,management,single,tertiary,no,0,yes,no,,21,may,759,1,-1,0,
11525,55,blue-collar,married,primary,no,5109,no,no,,19,jun,55,1,-1,0,
41886,59,unemployed,married,secondary,no,561,no,no,telephone,19,oct,323,2,-1,0,
25282,44,services,married,secondary,no,-236,yes,no,cellular,18,nov,218,2,113,7,success
39239,26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,may,80,3,329,3,failure
15248,30,blue-collar,married,primary,no,-199,yes,yes,telephone,17,jul,207,10,-1,0,
15140,35,blue-collar,married,primary,no,-35,yes,no,cellular,17,jul,123,2,-1,0,
9802,50,housemaid,married,secondary,no,1484,no,no,,9,jun,213,1,-1,0,
10068,48,technician,married,secondary,no,1637,yes,no,,11,jun,305,10,-1,0,
19208,33,,married,secondary,no,2727,no,no,cellular,6,aug,205,3,-1,0,
19426,32,technician,married,secondary,no,374,no,no,cellular,6,aug,119,6,-1,0,
39273,27,technician,single,secondary,no,78,yes,yes,cellular,18,may,5,2,-1,0,
6275,36,technician,married,secondary,no,474,yes,no,,27,may,59,1,-1,0,
28357,39,services,single,secondary,no,1281,yes,yes,cellular,29,jan,177,1,-1,0,
43020,47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other
31373,55,admin.,married,secondary,no,9329,no,no,cellular,19,mar,181,1,-1,0,
5738,46,blue-collar,married,primary,no,537,no,no,,26,may,222,5,-1,0,
40371,58,management,married,secondary,no,111,no,no,telephone,22,jun,39,1,90,2,failure
6601,44,admin.,divorced,secondary,no,449,yes,yes,,28,may,195,4,-1,0,
39637,29,management,single,tertiary,no,2907,yes,no,cellular,26,may,150,1,-1,0,
36681,33,blue-collar,married,secondary,no,798,yes,no,cellular,12,may,337,1,-1,0,
8591,33,unemployed,single,,no,170,yes,no,,3,jun,327,1,-1,0,
41144,64,retired,married,secondary,no,4083,no,no,cellular,18,aug,117,1,-1,0,
44217,30,management,single,tertiary,no,1268,no,no,cellular,16,jul,73,4,-1,0,
9252,39,technician,single,secondary,no,1820,no,no,,5,jun,231,2,-1,0,
21171,51,management,divorced,tertiary,no,71,yes,no,cellular,14,aug,178,2,-1,0,
35436,28,blue-collar,single,primary,no,553,yes,no,cellular,7,may,225,3,321,3,failure
42300,41,unemployed,divorced,primary,no,487,no,no,cellular,16,nov,163,1,200,1,failure
34917,52,services,divorced,primary,no,432,yes,yes,cellular,6,may,44,4,-1,0,
33269,35,blue-collar,married,primary,no,396,yes,no,cellular,20,apr,110,1,-1,0,
3169,57,management,divorced,secondary,no,3625,yes,no,,14,may,747,3,-1,0,
26475,30,blue-collar,married,secondary,no,399,no,yes,cellular,20,nov,282,2,-1,0,
27318,39,management,married,tertiary,no,20932,no,no,cellular,21,nov,127,2,-1,0,
27903,48,management,single,tertiary,no,-295,no,yes,cellular,28,jan,121,1,190,2,failure
27847,46,management,married,,no,638,yes,no,cellular,28,jan,68,1,-1,0,
35109,34,technician,married,secondary,no,1254,no,no,cellular,6,may,77,3,-1,0,
16068,29,technician,single,,no,0,no,yes,cellular,22,jul,338,6,-1,0,
25864,49,admin.,married,secondary,no,1697,yes,no,cellular,19,nov,236,1,-1,0,
26472,32,blue-collar,married,secondary,no,3166,yes,no,cellular,20,nov,418,3,-1,0,
16791,25,entrepreneur,married,tertiary,no,30,yes,no,cellular,24,jul,254,2,-1,0,
12502,31,admin.,divorced,secondary,no,824,yes,no,,2,jul,32,3,-1,0,
12123,45,services,single,secondary,no,1515,no,no,,20,jun,14,4,-1,0,
2479,59,management,divorced,primary,no,13308,yes,no,,13,may,131,1,-1,0,
10529,51,services,married,primary,no,294,no,no,,16,jun,112,2,-1,0,
24640,50,admin.,married,secondary,no,1241,yes,yes,telephone,17,nov,49,2,-1,0,
19439,46,technician,married,secondary,no,0,no,no,cellular,6,aug,132,2,-1,0,
7632,37,management,divorced,secondary,no,16,yes,no,,30,may,638,1,-1,0,
41849,27,management,married,tertiary,no,893,no,no,cellular,16,oct,154,2,-1,0,
1924,29,admin.,single,secondary,yes,-228,yes,no,,9,may,279,1,-1,0,
31637,27,unemployed,single,secondary,no,1972,no,no,cellular,6,apr,97,1,-1,0,
19490,30,housemaid,single,tertiary,no,868,no,no,cellular,7,aug,387,2,-1,0,
38567,44,services,divorced,secondary,no,-2,yes,no,cellular,15,may,152,5,-1,0,
56,38,management,single,tertiary,no,424,yes,no,,5,may,104,1,-1,0,
19072,44,technician,married,secondary,no,10888,yes,no,cellular,5,aug,163,1,-1,0,
44359,34,unemployed,married,tertiary,no,822,no,no,,1,aug,11,1,-1,0,
14773,45,management,married,tertiary,no,1293,no,no,telephone,16,jul,188,3,-1,0,
37582,43,management,married,tertiary,no,1712,yes,no,cellular,14,may,254,11,-1,0,
42537,34,admin.,single,secondary,no,303,no,no,cellular,21,dec,94,3,200,6,success
7748,45,technician,single,,no,7108,yes,yes,,30,may,1212,3,-1,0,
45116,25,student,single,secondary,no,1868,no,no,cellular,26,oct,259,1,103,2,other
43918,30,admin.,married,secondary,no,166,no,no,,14,jun,30,1,-1,0,
26939,47,technician,married,tertiary,yes,-813,yes,yes,cellular,21,nov,85,2,158,25,failure
10994,49,unemployed,married,secondary,no,4110,no,no,,17,jun,50,2,-1,0,
35918,36,technician,single,tertiary,no,251,yes,no,cellular,8,may,91,4,-1,0,
44934,47,self-employed,married,tertiary,no,1011,no,no,cellular,6,oct,808,1,-1,0,
39201,28,entrepreneur,single,tertiary,no,224,yes,no,cellular,18,may,567,2,-1,0,
24050,52,technician,married,secondary,no,5303,yes,no,,19,oct,133,1,-1,0,
8102,35,management,single,tertiary,no,0,yes,no,,2,jun,184,1,-1,0,
28165,34,management,married,tertiary,no,557,yes,no,cellular,29,jan,354,1,197,1,failure
30959,29,technician,single,tertiary,no,673,yes,no,cellular,9,feb,835,3,-1,0,
37026,56,management,divorced,tertiary,no,1263,yes,no,cellular,13,may,155,1,-1,0,
19624,60,blue-collar,married,primary,no,3462,no,no,cellular,7,aug,125,2,-1,0,
26155,31,management,married,tertiary,no,1224,yes,yes,cellular,20,nov,75,2,119,2,success
24486,42,entrepreneur,married,tertiary,no,373,no,no,cellular,17,nov,174,1,154,3,failure
6858,53,blue-collar,married,secondary,no,314,yes,no,,28,may,184,2,-1,0,
18637,25,services,married,secondary,no,0,yes,no,cellular,31,jul,12,28,-1,0,
8269,45,services,married,secondary,no,-158,yes,no,,2,jun,91,1,-1,0,
30999,32,blue-collar,married,secondary,no,316,yes,no,cellular,9,feb,14,4,-1,0,
5290,33,self-employed,married,tertiary,no,416,yes,yes,,23,may,290,1,-1,0,
38715,34,services,married,secondary,no,190,yes,no,cellular,15,may,121,3,-1,0,
11700,46,technician,single,secondary,no,3494,yes,no,,20,jun,87,1,-1,0,
11628,39,blue-collar,married,primary,no,1473,yes,no,,19,jun,112,4,-1,0,
34827,35,management,single,secondary,no,0,yes,no,cellular,6,may,495,1,-1,0,
31381,30,management,single,tertiary,no,2,no,no,cellular,23,mar,269,1,-1,0,
36293,45,blue-collar,married,primary,no,456,yes,no,cellular,11,may,255,1,-1,0,
41913,53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure
38613,30,admin.,divorced,secondary,no,891,no,no,cellular,15,may,340,2,368,1,failure
14122,41,technician,married,tertiary,no,177,yes,no,telephone,11,jul,117,2,-1,0,
9948,36,admin.,single,tertiary,no,3819,no,no,,9,jun,398,2,-1,0,
34396,46,management,married,,no,3082,no,no,telephone,4,may,157,3,-1,0,
14125,44,services,married,secondary,yes,-146,yes,no,cellular,11,jul,256,2,-1,0,
1333,51,admin.,divorced,secondary,no,340,yes,no,,8,may,186,1,-1,0,
4570,36,blue-collar,married,primary,no,8135,yes,no,,20,may,522,1,-1,0,
7608,58,retired,married,secondary,no,1874,no,no,,30,may,103,5,-1,0,
27854,53,technician,married,secondary,no,529,yes,no,cellular,28,jan,558,1,-1,0,
30475,55,retired,married,tertiary,no,127,no,no,cellular,5,feb,80,2,-1,0,
16093,27,blue-collar,married,primary,no,237,yes,no,cellular,22,jul,283,6,-1,0,
2415,44,blue-collar,married,primary,no,353,yes,no,,13,may,705,1,-1,0,
9656,46,entrepreneur,single,tertiary,no,77,yes,yes,,6,jun,520,3,-1,0,
39091,29,technician,single,secondary,no,468,yes,no,cellular,18,may,37,1,370,3,failure
30664,45,self-employed,married,tertiary,no,1265,yes,no,cellular,6,feb,79,2,-1,0,
44335,36,services,married,secondary,no,11650,yes,no,telephone,29,jul,268,1,-1,0,
19114,33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,1051,2,-1,0,
45041,29,management,single,tertiary,no,600,yes,no,cellular,18,oct,170,5,-1,0,
31326,33,technician,single,tertiary,no,258,no,no,cellular,12,mar,80,4,-1,0,
30436,37,unemployed,married,secondary,no,629,yes,no,cellular,5,feb,255,1,-1,0,
34806,34,blue-collar,married,secondary,no,-349,yes,no,cellular,6,may,208,1,365,1,failure
27622,37,blue-collar,married,primary,no,1322,yes,no,cellular,21,nov,14,8,185,1,other
43934,28,management,single,tertiary,no,2725,no,no,cellular,16,jun,292,1,504,1,failure
30637,41,management,married,tertiary,no,326,no,no,cellular,6,feb,163,1,182,2,failure
30089,34,management,married,tertiary,yes,-30,yes,no,cellular,4,feb,449,2,-1,0,
18116,55,management,married,tertiary,no,33,yes,no,cellular,30,jul,246,3,-1,0,
