age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
34,management,married,tertiary,no,7384,no,no,cellular,21,nov,69,2,-1,0,,no
28,services,single,primary,no,302,no,no,,3,jun,248,9,-1,0,,no
55,blue-collar,married,secondary,no,1011,yes,no,cellular,12,aug,112,2,-1,0,,no
57,retired,married,secondary,no,573,no,no,,20,jun,53,11,-1,0,,no
54,technician,married,tertiary,no,258,no,no,,5,may,310,4,-1,0,,no
31,blue-collar,single,secondary,no,297,yes,no,cellular,20,nov,279,2,-1,0,,no
30,technician,single,secondary,no,3313,yes,no,telephone,20,apr,534,3,319,3,failure,no
57,admin.,single,secondary,no,0,no,no,cellular,28,jul,261,4,-1,0,,no
59,management,divorced,primary,no,13308,yes,no,,13,may,131,1,-1,0,,no
33,technician,married,tertiary,no,148,no,no,cellular,27,aug,15,20,-1,0,,no
33,admin.,single,secondary,no,0,yes,no,cellular,19,nov,85,2,-1,0,,no
30,blue-collar,single,secondary,no,799,no,no,,13,jun,674,1,-1,0,,yes
44,blue-collar,single,secondary,no,34,yes,no,,5,may,404,4,-1,0,,no
40,management,single,tertiary,no,-50,yes,no,cellular,12,may,306,2,350,1,failure,no
58,retired,married,secondary,no,1874,no,no,,30,may,103,5,-1,0,,no
45,technician,married,secondary,no,88,no,no,cellular,29,aug,150,2,-1,0,,no
54,admin.,divorced,secondary,no,735,no,no,cellular,28,oct,300,1,-1,0,,no
48,management,single,tertiary,no,-295,no,yes,cellular,28,jan,121,1,190,2,failure,no
44,unemployed,married,tertiary,no,1151,yes,no,,5,jun,127,2,-1,0,,no
38,admin.,divorced,secondary,no,0,no,no,,5,jun,56,1,-1,0,,no
38,technician,married,secondary,no,254,yes,no,,27,may,359,6,-1,0,,no
31,management,single,tertiary,no,-24,yes,yes,,3,jun,589,6,-1,0,,no
30,management,single,tertiary,no,4808,no,no,cellular,10,mar,272,1,-1,0,,yes
38,entrepreneur,married,tertiary,no,1438,no,no,cellular,13,nov,122,5,-1,0,,no
42,blue-collar,single,secondary,no,-178,yes,no,cellular,15,jul,178,3,-1,0,,no
51,blue-collar,married,secondary,no,700,no,no,cellular,8,aug,237,4,-1,0,,no
52,management,divorced,tertiary,no,0,yes,yes,cellular,30,jul,278,3,-1,0,,no
28,entrepreneur,single,tertiary,no,341,no,no,cellular,30,jan,241,1,-1,0,,no
42,services,married,secondary,no,6754,no,yes,cellular,20,nov,81,2,-1,0,,no
45,blue-collar,single,primary,no,695,yes,no,cellular,21,jul,167,1,-1,0,,no
59,management,married,tertiary,no,332,yes,yes,cellular,30,jul,35,2,-1,0,,no
36,entrepreneur,married,secondary,no,215,yes,yes,cellular,18,nov,309,1,-1,0,,no
35,blue-collar,married,primary,no,1749,yes,no,cellular,18,may,63,5,363,11,other,no
30,services,single,secondary,no,334,no,no,cellular,29,jan,389,2,-1,0,,no
29,management,married,tertiary,no,8089,yes,no,,28,may,314,2,-1,0,,no
38,housemaid,married,secondary,no,0,yes,no,,6,may,59,3,-1,0,,no
27,technician,single,secondary,no,430,yes,yes,,30,may,78,3,-1,0,,no
37,management,married,tertiary,no,287,yes,no,cellular,25,jul,94,2,-1,0,,no
33,admin.,married,secondary,no,-297,yes,no,,27,may,398,3,-1,0,,no
54,self-employed,married,primary,no,0,no,yes,telephone,9,jul,130,2,-1,0,,no
27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,,yes
27,unemployed,single,secondary,no,268,yes,no,cellular,5,may,188,1,-1,0,,no
31,technician,single,tertiary,yes,24,no,no,cellular,21,aug,246,2,-1,0,,no
38,technician,single,secondary,no,283,yes,no,,26,may,193,1,-1,0,,no
39,blue-collar,married,secondary,no,293,yes,no,,23,may,160,3,-1,0,,no
41,services,single,secondary,no,0,no,no,,20,jun,204,2,-1,0,,no
28,admin.,married,secondary,no,252,yes,no,,9,may,448,1,-1,0,,no
32,management,single,tertiary,no,23,no,no,cellular,22,may,137,2,-1,0,,no
57,management,married,primary,no,0,no,no,cellular,19,nov,97,1,-1,0,,no
40,services,single,tertiary,no,8823,yes,no,,7,may,378,1,-1,0,,no
54,management,divorced,tertiary,no,0,yes,no,cellular,7,may,199,1,297,3,failure,no
29,admin.,single,secondary,no,1751,no,no,cellular,30,jan,150,1,-1,0,,no
45,management,married,tertiary,no,634,yes,no,cellular,25,jul,227,1,-1,0,,no
41,services,married,secondary,no,803,yes,no,,28,may,88,3,-1,0,,no
34,management,married,tertiary,no,2032,no,no,cellular,28,aug,103,12,-1,0,,no
21,student,single,secondary,no,57,no,no,,4,oct,9,1,-1,0,,no
35,entrepreneur,single,tertiary,no,-49,no,no,,17,jun,668,8,-1,0,,no
41,technician,married,secondary,no,169,yes,no,,7,may,296,2,-1,0,,no
32,management,single,tertiary,no,312,no,no,cellular,7,aug,37,3,-1,0,,no
49,services,married,secondary,no,245,yes,yes,,6,may,318,1,-1,0,,no
29,blue-collar,single,secondary,no,322,no,no,,14,jun,434,1,96,6,other,yes
59,retired,married,secondary,no,377,no,yes,cellular,25,jul,468,4,-1,0,,no
31,services,divorced,secondary,no,1301,yes,no,cellular,13,may,140,3,-1,0,,no
38,blue-collar,married,secondary,no,769,yes,no,,3,jun,235,1,-1,0,,no
53,management,married,tertiary,no,602,yes,no,cellular,24,jul,58,2,-1,0,,no
43,self-employed,married,tertiary,yes,310,yes,no,cellular,11,may,84,7,-1,0,,no
63,retired,married,secondary,no,588,no,no,cellular,19,oct,143,2,-1,0,,no
45,technician,divorced,secondary,no,1738,no,no,cellular,7,aug,114,2,-1,0,,no
36,admin.,single,tertiary,no,2317,yes,no,cellular,19,nov,56,2,-1,0,,no
58,management,married,tertiary,no,473,no,no,cellular,18,feb,1109,1,262,1,success,yes
38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,-1,0,,yes
45,admin.,single,secondary,no,-101,yes,no,cellular,7,may,101,1,301,1,failure,no
34,admin.,married,secondary,no,-297,yes,no,cellular,15,may,92,4,353,3,failure,no
29,blue-collar,married,secondary,no,1958,yes,no,cellular,18,may,112,4,349,1,failure,no
60,management,married,tertiary,no,21088,yes,no,cellular,26,may,187,1,-1,0,,no
33,technician,divorced,secondary,no,-119,yes,no,,27,may,150,1,-1,0,,no
35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,945,2,-1,0,,yes
53,blue-collar,married,secondary,no,6112,no,no,cellular,30,apr,211,1,86,1,success,no
30,technician,single,secondary,no,592,yes,no,cellular,15,may,353,1,-1,0,,no
53,management,married,tertiary,no,-1112,yes,no,cellular,13,may,53,3,308,1,failure,no
45,housemaid,married,primary,no,1100,no,no,,9,jun,331,6,-1,0,,no
34,technician,married,tertiary,no,0,yes,no,,20,may,185,12,-1,0,,no
31,admin.,married,tertiary,no,80,yes,yes,cellular,13,oct,63,1,-1,0,,no
49,management,married,tertiary,no,78,yes,no,cellular,8,apr,65,3,-1,0,,no
38,management,single,secondary,no,293,no,yes,cellular,24,nov,166,2,-1,0,,no
42,blue-collar,married,secondary,no,2044,yes,yes,cellular,7,may,155,1,282,5,failure,no
29,blue-collar,divorced,,no,17,yes,no,,13,may,31,2,-1,0,,no
59,management,married,tertiary,no,2260,yes,no,cellular,14,may,303,1,-1,0,,no
39,technician,single,tertiary,no,0,no,no,cellular,27,aug,147,4,-1,0,,no
24,unemployed,single,tertiary,no,39,yes,no,,20,jun,15,3,-1,0,,no
32,technician,single,tertiary,no,881,no,no,cellular,8,aug,79,1,-1,0,,no
54,admin.,married,secondary,no,111,no,no,cellular,28,aug,29,13,-1,0,,no
46,technician,single,secondary,no,182,no,no,cellular,19,aug,160,4,-1,0,,no
41,technician,divorced,secondary,no,195,no,no,cellular,28,aug,260,1,-1,0,,no
41,management,divorced,tertiary,no,902,yes,no,cellular,3,apr,134,1,-1,0,,no
52,retired,divorced,secondary,no,280,no,no,,20,jun,8,12,-1,0,,no
35,management,married,secondary,no,1,yes,no,,29,may,246,2,-1,0,,no
47,self-employed,married,secondary,no,0,no,no,cellular,29,aug,90,6,-1,0,,no
29,services,married,secondary,no,417,yes,no,cellular,28,jul,234,11,-1,0,,no
30,housemaid,single,tertiary,no,868,no,no,cellular,7,aug,387,2,-1,0,,no
25,management,single,tertiary,no,702,no,no,cellular,14,apr,163,2,-1,0,,no
54,housemaid,married,secondary,no,1977,no,no,,16,jun,69,3,-1,0,,no
36,self-employed,single,secondary,no,652,no,no,,17,jun,187,1,-1,0,,no
53,entrepreneur,married,,no,28,no,no,cellular,31,jul,117,2,-1,0,,no
55,technician,married,primary,no,284,no,no,cellular,22,jul,70,9,-1,0,,no
40,admin.,married,secondary,no,149,yes,no,cellular,11,jul,159,1,-1,0,,no
47,self-employed,married,tertiary,no,4543,yes,no,,14,may,162,1,-1,0,,no
32,blue-collar,married,secondary,no,1879,no,no,cellular,6,feb,591,8,-1,0,,yes
44,management,divorced,tertiary,no,476,yes,yes,,26,may,127,2,-1,0,,no
42,blue-collar,married,secondary,no,156,no,no,cellular,21,jul,455,4,-1,0,,no
43,management,married,tertiary,no,344,yes,yes,cellular,28,jan,282,1,238,2,failure,no
44,admin.,divorced,secondary,no,449,yes,yes,,28,may,195,4,-1,0,,no
36,services,married,secondary,no,0,yes,no,cellular,18,nov,1093,2,-1,0,,no
35,management,single,tertiary,no,123,yes,no,,9,may,83,3,-1,0,,no
44,management,married,tertiary,no,223,yes,no,,9,may,93,2,-1,0,,no
46,technician,divorced,secondary,no,-26,yes,yes,cellular,19,nov,201,1,113,2,other,no
46,management,married,tertiary,no,5464,no,no,,20,jun,79,4,-1,0,,no
29,technician,single,tertiary,no,68,yes,no,cellular,20,apr,658,1,-1,0,,no
37,blue-collar,married,,no,969,yes,no,cellular,14,may,343,2,-1,0,,no
43,management,single,tertiary,no,483,no,no,cellular,19,aug,950,6,-1,0,,yes
30,services,divorced,secondary,no,98,yes,no,,7,may,155,1,-1,0,,no
32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,197,1,success,yes
35,entrepreneur,married,secondary,no,10,yes,no,cellular,21,jul,314,7,-1,0,,no
32,services,married,secondary,no,0,no,no,cellular,31,jul,105,6,-1,0,,no
30,management,married,tertiary,no,233,yes,no,,14,may,382,10,-1,0,,no
34,management,married,tertiary,no,115,yes,no,cellular,26,apr,117,3,-1,0,,no
44,blue-collar,married,primary,no,401,yes,no,cellular,18,may,41,1,-1,0,,no
34,technician,single,secondary,no,347,yes,no,cellular,24,jul,947,6,-1,0,,no
34,blue-collar,married,secondary,no,745,yes,no,cellular,20,apr,400,5,332,4,failure,no
19,student,single,secondary,no,291,no,no,telephone,5,may,291,5,-1,0,,no
55,retired,married,secondary,no,2749,yes,yes,,29,may,58,2,-1,0,,no
44,blue-collar,married,primary,no,213,no,no,,6,may,158,1,-1,0,,no
51,services,married,,no,193,yes,no,,13,may,202,3,-1,0,,no
47,,married,,no,677,no,no,cellular,7,aug,384,1,99,4,success,no
60,retired,married,primary,no,-382,yes,no,,26,may,140,2,-1,0,,no
36,technician,married,secondary,no,474,yes,no,,27,may,59,1,-1,0,,no
38,technician,married,secondary,no,0,yes,yes,cellular,15,jul,146,4,-1,0,,no
54,technician,divorced,secondary,no,765,yes,yes,cellular,15,jul,812,3,-1,0,,no
37,admin.,divorced,,no,471,yes,no,cellular,18,may,200,1,-1,0,,no
54,services,married,primary,no,1059,no,no,cellular,7,aug,147,3,-1,0,,no
36,unemployed,married,secondary,no,352,yes,no,cellular,4,jun,94,2,-1,0,,no
36,services,divorced,tertiary,no,58,yes,no,cellular,28,jul,29,13,-1,0,,no
52,unemployed,married,secondary,no,1416,no,no,cellular,13,sep,218,3,187,3,success,yes
38,technician,single,tertiary,no,1369,yes,no,cellular,3,feb,841,3,-1,0,,no
30,management,single,tertiary,no,17,no,no,cellular,28,aug,95,6,-1,0,,no
23,blue-collar,single,secondary,no,13,yes,yes,,27,may,280,3,-1,0,,no
32,management,divorced,tertiary,no,219,yes,no,cellular,16,jul,111,1,-1,0,,no
29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,,yes
37,management,married,tertiary,no,57,no,no,,16,jun,77,1,-1,0,,no
47,management,single,tertiary,no,714,yes,no,cellular,7,may,609,1,-1,0,,no
36,blue-collar,married,primary,no,287,yes,no,,30,may,157,3,-1,0,,no
48,retired,single,primary,no,119,no,yes,cellular,16,jul,177,1,-1,0,,no
31,technician,married,secondary,no,0,no,yes,cellular,19,aug,144,4,-1,0,,no
57,management,married,tertiary,no,1172,no,no,cellular,19,nov,164,3,-1,0,,no
32,admin.,married,secondary,no,752,yes,no,cellular,6,may,519,2,166,5,failure,yes
32,services,single,secondary,no,1153,no,no,cellular,12,aug,340,2,-1,0,,no
43,technician,married,secondary,no,48,yes,no,cellular,8,jul,89,1,-1,0,,no
22,admin.,single,secondary,no,4111,no,yes,cellular,19,aug,65,1,-1,0,,no
32,management,married,tertiary,no,0,no,no,cellular,26,aug,104,9,-1,0,,no
35,blue-collar,married,primary,no,361,yes,no,,30,may,185,3,-1,0,,no
56,blue-collar,married,secondary,no,1602,yes,no,,6,may,427,1,-1,0,,no
58,retired,married,tertiary,no,0,no,no,,6,may,393,1,-1,0,,no
35,services,married,tertiary,no,1359,no,no,,17,jun,585,2,-1,0,,no
29,unemployed,married,primary,no,639,no,yes,cellular,4,feb,358,2,-1,0,,no
57,blue-collar,married,primary,no,0,no,no,cellular,8,jul,237,3,-1,0,,no
54,management,divorced,tertiary,no,496,no,no,cellular,2,jun,161,1,140,3,success,no
43,unemployed,single,primary,no,698,yes,no,,14,may,322,1,-1,0,,no
37,admin.,single,secondary,no,1560,yes,no,cellular,21,nov,67,1,163,2,failure,no
35,services,married,secondary,no,0,yes,no,cellular,30,jul,251,3,-1,0,,no
41,management,single,tertiary,no,4594,yes,no,,4,jun,393,11,-1,0,,no
48,blue-collar,married,primary,no,104,no,no,cellular,8,aug,103,4,-1,0,,no
28,blue-collar,single,secondary,no,339,yes,no,cellular,10,jul,353,1,-1,0,,no
43,entrepreneur,married,tertiary,yes,-250,no,no,,5,jun,104,1,-1,0,,no
36,management,single,tertiary,no,7252,no,no,cellular,12,aug,153,1,-1,0,,no
40,management,married,tertiary,no,995,yes,no,cellular,22,jul,96,2,-1,0,,no
30,admin.,single,secondary,no,110,no,no,cellular,28,jul,132,4,-1,0,,no
55,management,married,tertiary,no,1402,yes,no,cellular,17,nov,66,1,-1,0,,no
43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,,no
48,management,single,tertiary,no,334,yes,no,cellular,28,sep,600,2,92,12,success,yes
36,self-employed,single,tertiary,no,3560,no,no,cellular,18,nov,658,3,169,2,failure,no
50,technician,single,secondary,no,-463,yes,no,,27,may,269,3,-1,0,,no
30,services,single,secondary,no,85,yes,no,cellular,10,jul,81,7,-1,0,,no
32,technician,married,tertiary,no,60,no,no,cellular,19,aug,153,7,-1,0,,no
32,blue-collar,single,secondary,no,782,yes,no,cellular,17,apr,517,1,-1,0,,no
43,management,married,tertiary,no,439,no,no,,17,jun,71,1,-1,0,,no
76,housemaid,married,primary,no,1483,no,no,cellular,2,aug,90,4,-1,0,,no
53,housemaid,single,primary,no,80,no,no,cellular,5,feb,230,2,-1,0,,no
30,admin.,single,secondary,no,1282,yes,no,cellular,6,may,346,3,356,2,other,no
54,blue-collar,married,secondary,no,10,yes,no,cellular,18,aug,195,4,-1,0,,no
43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes
43,blue-collar,divorced,,yes,1,no,no,,20,jun,188,1,-1,0,,no
33,management,married,secondary,yes,7,no,yes,cellular,20,aug,239,2,-1,0,,no
35,management,single,tertiary,no,687,yes,no,,30,may,166,2,-1,0,,no
31,admin.,single,secondary,no,862,yes,no,cellular,15,may,47,2,-1,0,,no
44,management,divorced,tertiary,no,2237,yes,no,,20,jun,125,2,-1,0,,no
36,admin.,married,secondary,no,0,yes,no,,27,may,578,2,-1,0,,no
30,technician,married,tertiary,no,179,yes,no,cellular,25,jul,111,2,-1,0,,no
54,admin.,single,secondary,no,15,yes,no,cellular,4,feb,93,1,-1,0,,no
31,technician,single,tertiary,no,4979,no,yes,cellular,27,aug,33,2,-1,0,,no
37,services,married,secondary,no,1328,yes,no,telephone,13,may,121,2,341,4,failure,no
32,management,single,tertiary,no,2223,no,no,,9,dec,10,1,-1,0,,no
37,unemployed,married,secondary,no,356,no,no,cellular,9,feb,33,2,216,1,failure,no
58,admin.,divorced,secondary,no,3058,yes,no,telephone,11,may,114,1,368,1,failure,no
88,retired,married,primary,no,648,no,no,telephone,3,sep,318,1,-1,0,,no
57,blue-collar,married,primary,no,3498,no,no,cellular,15,jul,210,2,456,2,success,no
46,blue-collar,married,primary,no,-169,no,yes,,29,may,336,3,-1,0,,no
34,management,married,tertiary,no,1036,yes,no,cellular,2,mar,78,4,103,7,failure,no
43,blue-collar,married,primary,no,0,yes,no,,12,may,3,1,-1,0,,no
32,blue-collar,married,secondary,yes,-238,yes,no,,27,may,427,1,-1,0,,no
55,services,divorced,secondary,no,218,yes,no,,29,may,200,2,-1,0,,no
36,management,single,tertiary,no,3669,no,no,cellular,20,apr,166,1,376,1,other,no
37,services,married,secondary,no,1627,yes,no,,12,jun,602,2,-1,0,,no
46,technician,divorced,tertiary,no,0,yes,no,cellular,11,aug,249,5,-1,0,,no
42,management,married,tertiary,no,4617,yes,no,cellular,31,jul,543,2,-1,0,,no
32,management,married,tertiary,no,578,no,yes,cellular,22,jul,29,2,-1,0,,no
34,blue-collar,married,primary,no,698,yes,no,cellular,4,may,83,5,-1,0,,no
49,management,married,primary,no,1330,no,yes,,18,jun,37,1,-1,0,,no
29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes
32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,,yes
33,technician,married,secondary,no,23,no,no,cellular,29,aug,53,4,-1,0,,no
35,technician,single,tertiary,no,2012,yes,no,,20,may,413,2,-1,0,,no
61,retired,married,secondary,no,0,no,no,cellular,2,feb,75,1,-1,0,,no
43,admin.,single,secondary,no,277,yes,no,cellular,12,may,315,2,363,1,failure,no
30,student,single,tertiary,no,0,no,no,cellular,6,feb,10,5,-1,0,,no
47,technician,married,secondary,no,2149,yes,no,cellular,15,oct,241,1,183,2,success,no
58,retired,married,secondary,no,5523,no,no,,20,jun,141,1,-1,0,,no
37,technician,divorced,secondary,yes,325,yes,yes,,5,jun,487,1,-1,0,,no
34,technician,married,secondary,no,51,yes,no,,5,may,19,2,-1,0,,no
46,blue-collar,married,secondary,no,2836,yes,no,cellular,14,may,13,7,358,7,other,no
42,technician,single,secondary,no,60,yes,yes,cellular,30,jan,183,2,241,1,other,no
40,unemployed,divorced,secondary,no,193,yes,no,cellular,7,may,195,1,357,1,failure,no
30,management,single,tertiary,no,720,no,no,cellular,15,jan,1265,4,210,4,other,yes
29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,,no
57,technician,married,primary,no,0,no,no,,5,may,98,1,-1,0,,no
59,retired,married,primary,no,0,no,no,cellular,22,aug,347,1,-1,0,,no
54,blue-collar,married,secondary,no,-69,yes,no,,26,may,135,2,-1,0,,no
43,technician,single,secondary,no,326,yes,no,cellular,15,jul,87,8,-1,0,,no
51,blue-collar,married,secondary,no,1374,yes,no,,30,may,378,1,-1,0,,no
42,blue-collar,married,secondary,no,698,no,no,,5,jun,729,2,-1,0,,no
43,blue-collar,married,primary,no,2105,yes,no,cellular,31,jul,36,2,-1,0,,no
42,services,married,secondary,no,3236,no,no,,18,jun,521,11,-1,0,,no
42,services,single,secondary,no,877,no,no,cellular,17,nov,90,2,-1,0,,no
33,management,single,tertiary,no,373,no,yes,cellular,27,jul,267,1,180,4,failure,yes
50,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21,1,-1,0,,no
54,blue-collar,married,secondary,no,983,no,no,cellular,25,aug,54,6,-1,0,,no
35,management,single,secondary,no,0,no,no,,6,jun,19,1,-1,0,,no
30,services,married,primary,no,-286,yes,no,,28,may,202,1,-1,0,,no
27,technician,single,tertiary,no,3064,no,yes,cellular,28,jan,389,1,-1,0,,no
29,admin.,single,secondary,no,-194,yes,no,cellular,7,may,127,1,-1,0,,no
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,,yes
32,services,divorced,secondary,no,-34,yes,no,cellular,15,may,147,2,-1,0,,no
41,admin.,married,secondary,no,1380,yes,no,cellular,17,apr,65,1,333,1,failure,no
48,management,married,secondary,no,0,yes,no,telephone,23,jul,90,2,-1,0,,no
53,blue-collar,married,secondary,no,2,yes,no,,16,may,851,2,-1,0,,no
36,technician,married,primary,no,4585,yes,no,,29,may,311,3,-1,0,,no
51,entrepreneur,married,tertiary,no,209,no,no,cellular,17,nov,130,1,111,2,failure,no
45,,married,,no,356,no,no,cellular,11,aug,212,2,-1,0,,no
44,blue-collar,married,secondary,no,837,yes,no,cellular,6,feb,218,1,-1,0,,no
43,blue-collar,married,secondary,no,597,yes,no,cellular,2,feb,87,1,263,1,failure,no
30,management,single,tertiary,no,464,no,no,cellular,28,jan,80,1,-1,0,,no
46,technician,single,secondary,no,874,no,no,cellular,19,nov,819,3,-1,0,,yes
32,services,married,secondary,no,-344,no,yes,cellular,4,feb,44,1,-1,0,,no
36,technician,single,primary,no,2169,yes,no,cellular,18,nov,133,2,110,3,other,no
51,management,divorced,tertiary,no,986,no,no,,30,may,143,2,-1,0,,no
32,technician,single,secondary,no,493,no,no,cellular,13,aug,289,2,-1,0,,no
51,housemaid,divorced,secondary,no,330,no,no,telephone,21,nov,218,3,-1,0,,no
34,technician,single,tertiary,no,184,yes,no,cellular,30,jul,87,3,-1,0,,no
48,blue-collar,married,,no,100,yes,no,,29,may,206,1,-1,0,,no
52,admin.,married,secondary,no,484,yes,no,,6,may,128,1,-1,0,,no
37,self-employed,married,tertiary,no,1146,no,yes,cellular,9,jul,80,1,-1,0,,no
43,blue-collar,married,primary,no,0,yes,no,,3,jun,215,3,-1,0,,no
38,admin.,married,secondary,no,766,yes,no,cellular,14,apr,461,2,335,1,failure,no
55,services,married,secondary,no,2120,no,no,cellular,11,aug,236,3,-1,0,,no
